epoch,timestamp,operations,operations-delta,operations/second
1671782859.437,23/12/2022 08:07:39,1790,1790,941.61
1671782860.437,23/12/2022 08:07:40,2747,957,957
1671782861.437,23/12/2022 08:07:41,3697,950,950
1671782862.437,23/12/2022 08:07:42,4684,987,987
1671782863.437,23/12/2022 08:07:43,5643,959,959
1671782864.437,23/12/2022 08:07:44,6585,942,942
1671782865.437,23/12/2022 08:07:45,7542,957,957
1671782866.437,23/12/2022 08:07:46,8526,984,984
1671782867.438,23/12/2022 08:07:47,9515,989,988.012
1671782868.438,23/12/2022 08:07:48,10485,970,970
1671782869.438,23/12/2022 08:07:49,11453,968,968
1671782870.438,23/12/2022 08:07:50,12417,964,964
1671782871.438,23/12/2022 08:07:51,13392,975,975
1671782872.438,23/12/2022 08:07:52,14362,970,970
1671782873.438,23/12/2022 08:07:53,15283,921,921
1671782874.438,23/12/2022 08:07:54,16262,979,979
1671782875.438,23/12/2022 08:07:55,17223,961,961
1671782876.439,23/12/2022 08:07:56,18158,935,934.066
1671782877.439,23/12/2022 08:07:57,19095,937,937
1671782878.439,23/12/2022 08:07:58,20083,988,988
1671782879.439,23/12/2022 08:07:59,21028,945,945
1671782880.439,23/12/2022 08:08:00,21995,967,967
1671782881.439,23/12/2022 08:08:01,22959,964,964
1671782882.439,23/12/2022 08:08:02,23917,958,958
1671782883.439,23/12/2022 08:08:03,24876,959,959
1671782884.439,23/12/2022 08:08:04,25890,1014,1014
1671782885.439,23/12/2022 08:08:05,26857,967,967
1671782886.44,23/12/2022 08:08:06,27836,979,978.022
1671782887.44,23/12/2022 08:08:07,28807,971,971
1671782888.44,23/12/2022 08:08:08,29760,953,953
1671782889.44,23/12/2022 08:08:09,30698,938,938
1671782890.44,23/12/2022 08:08:10,31656,958,958
1671782891.44,23/12/2022 08:08:11,32644,988,988
1671782892.44,23/12/2022 08:08:12,33632,988,988
1671782893.441,23/12/2022 08:08:13,34581,949,948.052
1671782894.441,23/12/2022 08:08:14,35598,1017,1017
1671782895.441,23/12/2022 08:08:15,36581,983,983
1671782896.441,23/12/2022 08:08:16,37525,944,944
1671782897.441,23/12/2022 08:08:17,38465,940,940
1671782898.441,23/12/2022 08:08:18,39467,1002,1002
1671782899.441,23/12/2022 08:08:19,40417,950,950
1671782900.441,23/12/2022 08:08:20,41394,977,977
1671782901.442,23/12/2022 08:08:21,42381,987,986.014
1671782902.442,23/12/2022 08:08:22,43354,973,973
1671782903.442,23/12/2022 08:08:23,44347,993,993
1671782904.442,23/12/2022 08:08:24,45325,978,978
1671782905.442,23/12/2022 08:08:25,46316,991,991
1671782906.442,23/12/2022 08:08:26,47272,956,956
1671782907.442,23/12/2022 08:08:27,48304,1032,1032
1671782908.442,23/12/2022 08:08:28,49291,987,987
1671782909.443,23/12/2022 08:08:29,50242,951,950.05
1671782910.443,23/12/2022 08:08:30,51225,983,983
1671782911.443,23/12/2022 08:08:31,52185,960,960
1671782912.443,23/12/2022 08:08:32,53159,974,974
1671782913.443,23/12/2022 08:08:33,54125,966,966
1671782914.443,23/12/2022 08:08:34,55075,950,950
1671782915.443,23/12/2022 08:08:35,56065,990,990
1671782916.443,23/12/2022 08:08:36,57038,973,973
1671782917.444,23/12/2022 08:08:37,57957,919,918.082
1671782918.444,23/12/2022 08:08:38,58923,966,966
1671782919.444,23/12/2022 08:08:39,59886,963,963
1671782920.444,23/12/2022 08:08:40,60883,997,997
1671782921.444,23/12/2022 08:08:41,61864,981,981
1671782922.444,23/12/2022 08:08:42,62834,970,970
1671782923.444,23/12/2022 08:08:43,63853,1019,1019
1671782924.445,23/12/2022 08:08:44,64876,1023,1021.978
1671782925.445,23/12/2022 08:08:45,65852,976,976
1671782926.445,23/12/2022 08:08:46,66840,988,988
1671782927.445,23/12/2022 08:08:47,67810,970,970
1671782928.445,23/12/2022 08:08:48,68746,936,936
1671782929.445,23/12/2022 08:08:49,69699,953,953
1671782930.445,23/12/2022 08:08:50,70692,993,993
1671782931.445,23/12/2022 08:08:51,71676,984,984
1671782932.446,23/12/2022 08:08:52,72645,969,968.032
1671782933.446,23/12/2022 08:08:53,73631,986,986
1671782934.446,23/12/2022 08:08:54,74643,1012,1012
