epoch,timestamp,operations,operations-delta,operations/second
1671782859.437,23/12/2022 08:07:39,1814,1814,954.235
1671782860.437,23/12/2022 08:07:40,2787,973,973
1671782861.437,23/12/2022 08:07:41,3722,935,935
1671782862.437,23/12/2022 08:07:42,4666,944,944
1671782863.437,23/12/2022 08:07:43,5619,953,953
1671782864.437,23/12/2022 08:07:44,6585,966,966
1671782865.437,23/12/2022 08:07:45,7573,988,988
1671782866.437,23/12/2022 08:07:46,8537,964,964
1671782867.438,23/12/2022 08:07:47,9519,982,981.019
1671782868.438,23/12/2022 08:07:48,10508,989,989
1671782869.438,23/12/2022 08:07:49,11502,994,994
1671782870.438,23/12/2022 08:07:50,12494,992,992
1671782871.438,23/12/2022 08:07:51,13491,997,997
1671782872.438,23/12/2022 08:07:52,14485,994,994
1671782873.438,23/12/2022 08:07:53,15462,977,977
1671782874.438,23/12/2022 08:07:54,16418,956,956
1671782875.438,23/12/2022 08:07:55,17386,968,968
1671782876.439,23/12/2022 08:07:56,18356,970,969.031
1671782877.439,23/12/2022 08:07:57,19289,933,933
1671782878.439,23/12/2022 08:07:58,20256,967,967
1671782879.439,23/12/2022 08:07:59,21208,952,952
1671782880.439,23/12/2022 08:08:00,22182,974,974
1671782881.439,23/12/2022 08:08:01,23096,914,914
1671782882.439,23/12/2022 08:08:02,24057,961,961
1671782883.439,23/12/2022 08:08:03,25026,969,969
1671782884.439,23/12/2022 08:08:04,26004,978,978
1671782885.439,23/12/2022 08:08:05,26998,994,994
1671782886.44,23/12/2022 08:08:06,27974,976,975.025
1671782887.44,23/12/2022 08:08:07,28962,988,988
1671782888.44,23/12/2022 08:08:08,29966,1004,1004
1671782889.44,23/12/2022 08:08:09,30906,940,940
1671782890.44,23/12/2022 08:08:10,31885,979,979
1671782891.44,23/12/2022 08:08:11,32842,957,957
1671782892.44,23/12/2022 08:08:12,33827,985,985
1671782893.441,23/12/2022 08:08:13,34795,968,967.033
1671782894.441,23/12/2022 08:08:14,35772,977,977
1671782895.441,23/12/2022 08:08:15,36709,937,937
1671782896.441,23/12/2022 08:08:16,37653,944,944
