epoch,timestamp,operations,operations-delta,operations/second
1671782858.437,23/12/2022 08:07:38,4961,4961,4956.044
1671782859.437,23/12/2022 08:07:39,9678,4717,4717
1671782860.437,23/12/2022 08:07:40,14660,4982,4982
1671782861.437,23/12/2022 08:07:41,19296,4636,4636
1671782862.437,23/12/2022 08:07:42,24272,4976,4976
1671782863.437,23/12/2022 08:07:43,29301,5029,5029
1671782864.437,23/12/2022 08:07:44,34098,4797,4797
1671782865.437,23/12/2022 08:07:45,39070,4972,4972
1671782866.437,23/12/2022 08:07:46,44038,4968,4968
1671782867.438,23/12/2022 08:07:47,48847,4809,4804.196
1671782868.438,23/12/2022 08:07:48,53822,4975,4975
1671782869.438,23/12/2022 08:07:49,58771,4949,4949
1671782870.438,23/12/2022 08:07:50,63785,5014,5014
1671782871.438,23/12/2022 08:07:51,68862,5077,5077
1671782872.438,23/12/2022 08:07:52,74042,5180,5180
1671782873.438,23/12/2022 08:07:53,78837,4795,4795
1671782874.438,23/12/2022 08:07:54,83683,4846,4846
1671782875.438,23/12/2022 08:07:55,88490,4807,4807
1671782876.439,23/12/2022 08:07:56,93439,4949,4944.056
1671782877.439,23/12/2022 08:07:57,98370,4931,4931
1671782878.439,23/12/2022 08:07:58,103389,5019,5019
1671782879.439,23/12/2022 08:07:59,108217,4828,4828
1671782880.439,23/12/2022 08:08:00,112725,4508,4508
1671782881.439,23/12/2022 08:08:01,117453,4728,4728
1671782882.439,23/12/2022 08:08:02,122444,4991,4991
1671782883.439,23/12/2022 08:08:03,127429,4985,4985
1671782884.439,23/12/2022 08:08:04,132489,5060,5060
1671782885.439,23/12/2022 08:08:05,137443,4954,4954
1671782886.44,23/12/2022 08:08:06,142461,5018,5012.987
1671782887.44,23/12/2022 08:08:07,147488,5027,5027
1671782888.44,23/12/2022 08:08:08,152872,5384,5384
1671782889.44,23/12/2022 08:08:09,157574,4702,4702
1671782890.44,23/12/2022 08:08:10,162944,5370,5370
1671782891.44,23/12/2022 08:08:11,167630,4686,4686
1671782892.44,23/12/2022 08:08:12,172730,5100,5100
1671782893.441,23/12/2022 08:08:13,177604,4874,4869.131
1671782894.441,23/12/2022 08:08:14,182584,4980,4980
1671782895.441,23/12/2022 08:08:15,187613,5029,5029
1671782896.441,23/12/2022 08:08:16,192760,5147,5147
1671782897.441,23/12/2022 08:08:17,197738,4978,4978
1671782898.441,23/12/2022 08:08:18,202703,4965,4965
1671782899.441,23/12/2022 08:08:19,207734,5031,5031
1671782900.441,23/12/2022 08:08:20,212824,5090,5090
1671782901.442,23/12/2022 08:08:21,218047,5223,5217.782
1671782902.442,23/12/2022 08:08:22,223173,5126,5126
1671782903.442,23/12/2022 08:08:23,228449,5276,5276
1671782904.442,23/12/2022 08:08:24,233672,5223,5223
1671782905.442,23/12/2022 08:08:25,238743,5071,5071
1671782906.442,23/12/2022 08:08:26,243823,5080,5080
1671782907.442,23/12/2022 08:08:27,248895,5072,5072
1671782908.442,23/12/2022 08:08:28,253763,4868,4868
1671782909.443,23/12/2022 08:08:29,258484,4721,4716.284
1671782910.443,23/12/2022 08:08:30,263687,5203,5203
1671782911.443,23/12/2022 08:08:31,268709,5022,5022
