epoch,timestamp,operations,operations-delta,operations/second
1671782858.437,23/12/2022 08:07:38,9812,9812,9802.198
1671782859.437,23/12/2022 08:07:39,25014,15202,12617.49
1671782860.437,23/12/2022 08:07:40,37746,12732,12732
1671782861.437,23/12/2022 08:07:41,49962,12216,12216
1671782862.437,23/12/2022 08:07:42,62758,12796,12796
1671782863.437,23/12/2022 08:07:43,75685,12927,12927
1671782864.437,23/12/2022 08:07:44,88191,12506,12506
1671782865.437,23/12/2022 08:07:45,101190,12999,12999
1671782866.437,23/12/2022 08:07:46,113793,12603,12603
1671782867.438,23/12/2022 08:07:47,126563,12770,12757.243
1671782868.438,23/12/2022 08:07:48,139446,12883,12883
1671782869.438,23/12/2022 08:07:49,152530,13084,13084
1671782870.438,23/12/2022 08:07:50,165504,12974,12974
1671782871.438,23/12/2022 08:07:51,178442,12938,12938
1671782872.438,23/12/2022 08:07:52,191675,13233,13233
1671782873.438,23/12/2022 08:07:53,204272,12597,12597
1671782874.438,23/12/2022 08:07:54,216837,12565,12565
1671782875.438,23/12/2022 08:07:55,229419,12582,12582
1671782876.439,23/12/2022 08:07:56,242187,12768,12755.245
1671782877.439,23/12/2022 08:07:57,254754,12567,12567
1671782878.439,23/12/2022 08:07:58,267681,12927,12927
1671782879.439,23/12/2022 08:07:59,280198,12517,12517
1671782880.439,23/12/2022 08:08:00,292483,12285,12285
1671782881.439,23/12/2022 08:08:01,304719,12236,12236
1671782882.439,23/12/2022 08:08:02,317787,13068,13068
1671782883.439,23/12/2022 08:08:03,330855,13068,13068
1671782884.439,23/12/2022 08:08:04,344288,13433,13433
1671782885.439,23/12/2022 08:08:05,357415,13127,13127
1671782886.44,23/12/2022 08:08:06,370280,12865,12852.148
1671782887.44,23/12/2022 08:08:07,383278,12998,12998
1671782888.44,23/12/2022 08:08:08,396479,13201,13201
1671782889.44,23/12/2022 08:08:09,408718,12239,12239
1671782890.44,23/12/2022 08:08:10,421940,13222,13222
1671782891.44,23/12/2022 08:08:11,434526,12586,12586
1671782892.44,23/12/2022 08:08:12,447549,13023,13023
1671782893.441,23/12/2022 08:08:13,460003,12454,12441.558
1671782894.441,23/12/2022 08:08:14,473236,13233,13233
1671782895.441,23/12/2022 08:08:15,486230,12994,12994
1671782896.441,23/12/2022 08:08:16,499473,13243,13243
1671782897.441,23/12/2022 08:08:17,512415,12942,12942
1671782898.441,23/12/2022 08:08:18,525215,12800,12800
1671782899.441,23/12/2022 08:08:19,538162,12947,12947
1671782900.441,23/12/2022 08:08:20,551512,13350,13350
1671782901.442,23/12/2022 08:08:21,564631,13119,13105.894
1671782902.442,23/12/2022 08:08:22,577982,13351,13351
1671782903.442,23/12/2022 08:08:23,591229,13247,13247
1671782904.442,23/12/2022 08:08:24,604611,13382,13382
1671782905.442,23/12/2022 08:08:25,617869,13258,13258
1671782906.442,23/12/2022 08:08:26,630578,12709,12709
1671782907.442,23/12/2022 08:08:27,643619,13041,13041
1671782908.442,23/12/2022 08:08:28,656654,13035,13035
1671782909.443,23/12/2022 08:08:29,669179,12525,12512.488
1671782910.443,23/12/2022 08:08:30,682505,13326,13326
1671782911.443,23/12/2022 08:08:31,695401,12896,12896
1671782912.443,23/12/2022 08:08:32,708514,13113,13113
1671782913.443,23/12/2022 08:08:33,721332,12818,12818
1671782914.443,23/12/2022 08:08:34,734057,12725,12725
1671782915.443,23/12/2022 08:08:35,747175,13118,13118
1671782916.443,23/12/2022 08:08:36,760193,13018,13018
1671782917.444,23/12/2022 08:08:37,772517,12324,12311.688
1671782918.444,23/12/2022 08:08:38,786140,13623,13623
1671782919.444,23/12/2022 08:08:39,799240,13100,13100
1671782920.444,23/12/2022 08:08:40,812403,13163,13163
1671782921.444,23/12/2022 08:08:41,825591,13188,13188
1671782922.444,23/12/2022 08:08:42,838901,13310,13310
1671782923.444,23/12/2022 08:08:43,852320,13419,13419
1671782924.445,23/12/2022 08:08:44,865637,13317,13303.696
1671782925.445,23/12/2022 08:08:45,879001,13364,13364
1671782926.445,23/12/2022 08:08:46,891844,12843,12843
1671782927.445,23/12/2022 08:08:47,905209,13365,13365
1671782928.445,23/12/2022 08:08:48,917740,12531,12531
1671782929.445,23/12/2022 08:08:49,930892,13152,13152
1671782930.445,23/12/2022 08:08:50,943836,12944,12944
1671782931.445,23/12/2022 08:08:51,956459,12623,12623
1671782932.446,23/12/2022 08:08:52,969450,12991,12978.022
1671782933.446,23/12/2022 08:08:53,982622,13172,13172
1671782934.446,23/12/2022 08:08:54,996616,13994,13994
1671782935.446,23/12/2022 08:08:55,1009705,13089,13089
1671782936.446,23/12/2022 08:08:56,1022591,12886,12886
1671782937.446,23/12/2022 08:08:57,1035579,12988,12988
1671782938.446,23/12/2022 08:08:58,1049152,13573,13573
1671782939.446,23/12/2022 08:08:59,1061946,12794,12794
1671782940.446,23/12/2022 08:09:00,1074854,12908,12908
1671782941.447,23/12/2022 08:09:01,1087594,12740,12727.273
1671782942.447,23/12/2022 08:09:02,1100966,13372,13372
1671782943.447,23/12/2022 08:09:03,1114173,13207,13207
1671782944.447,23/12/2022 08:09:04,1126916,12743,12743
1671782945.447,23/12/2022 08:09:05,1140017,13101,13101
1671782946.447,23/12/2022 08:09:06,1153189,13172,13172
1671782947.447,23/12/2022 08:09:07,1166038,12849,12849
1671782948.447,23/12/2022 08:09:08,1179094,13056,13056
1671782949.448,23/12/2022 08:09:09,1191688,12594,12581.419
1671782950.448,23/12/2022 08:09:10,1204740,13052,13052
1671782951.448,23/12/2022 08:09:11,1217583,12843,12843
1671782952.448,23/12/2022 08:09:12,1230387,12804,12804
1671782953.448,23/12/2022 08:09:13,1243822,13435,13435
1671782954.448,23/12/2022 08:09:14,1257151,13329,13329
1671782955.448,23/12/2022 08:09:15,1270368,13217,13217
1671782956.448,23/12/2022 08:09:16,1283473,13105,13105
1671782957.448,23/12/2022 08:09:17,1296467,12994,12994
1671782958.448,23/12/2022 08:09:18,1309499,13032,13032
1671782959.448,23/12/2022 08:09:19,1323048,13549,13549
1671782960.449,23/12/2022 08:09:20,1336630,13582,13568.432
1671782961.449,23/12/2022 08:09:21,1349838,13208,13208
1671782962.449,23/12/2022 08:09:22,1362764,12926,12926
1671782963.449,23/12/2022 08:09:23,1375893,13129,13129
1671782964.449,23/12/2022 08:09:24,1388358,12465,12465
1671782965.449,23/12/2022 08:09:25,1400983,12625,12625
1671782966.449,23/12/2022 08:09:26,1414626,13643,13643
1671782967.449,23/12/2022 08:09:27,1427703,13077,13077
1671782968.449,23/12/2022 08:09:28,1440559,12856,12856
1671782969.45,23/12/2022 08:09:29,1453925,13366,13352.647
1671782970.45,23/12/2022 08:09:30,1466807,12882,12882
1671782971.45,23/12/2022 08:09:31,1479458,12651,12651
1671782972.45,23/12/2022 08:09:32,1492649,13191,13191
1671782973.45,23/12/2022 08:09:33,1505639,12990,12990
1671782974.45,23/12/2022 08:09:34,1517832,12193,12193
1671782975.45,23/12/2022 08:09:35,1531138,13306,13306
1671782976.45,23/12/2022 08:09:36,1544162,13024,13024
1671782977.45,23/12/2022 08:09:37,1557074,12912,12912
1671782978.451,23/12/2022 08:09:38,1570359,13285,13271.728
1671782979.451,23/12/2022 08:09:39,1583664,13305,13305
1671782980.451,23/12/2022 08:09:40,1596557,12893,12893
1671782981.451,23/12/2022 08:09:41,1609608,13051,13051
1671782982.451,23/12/2022 08:09:42,1622281,12673,12673
1671782983.451,23/12/2022 08:09:43,1635899,13618,13618
1671782984.451,23/12/2022 08:09:44,1648733,12834,12834
1671782985.451,23/12/2022 08:09:45,1661977,13244,13244
1671782986.452,23/12/2022 08:09:46,1675186,13209,13195.804
1671782987.452,23/12/2022 08:09:47,1688461,13275,13275
1671782988.452,23/12/2022 08:09:48,1701528,13067,13067
1671782989.452,23/12/2022 08:09:49,1714686,13158,13158
1671782990.452,23/12/2022 08:09:50,1727792,13106,13106
1671782991.452,23/12/2022 08:09:51,1740517,12725,12725
1671782992.452,23/12/2022 08:09:52,1753835,13318,13318
1671782993.452,23/12/2022 08:09:53,1767104,13269,13269
1671782994.452,23/12/2022 08:09:54,1780364,13260,13260
1671782995.453,23/12/2022 08:09:55,1793248,12884,12871.129
1671782996.453,23/12/2022 08:09:56,1806471,13223,13223
1671782997.453,23/12/2022 08:09:57,1819779,13308,13308
1671782998.453,23/12/2022 08:09:58,1833111,13332,13332
1671782999.453,23/12/2022 08:09:59,1846299,13188,13188
1671783000.453,23/12/2022 08:10:00,1859519,13220,13220
1671783001.453,23/12/2022 08:10:01,1872496,12977,12977
1671783002.453,23/12/2022 08:10:02,1885364,12868,12868
1671783003.453,23/12/2022 08:10:03,1898359,12995,12995
1671783004.453,23/12/2022 08:10:04,1911671,13312,13312
1671783005.453,23/12/2022 08:10:05,1925120,13449,13449
1671783006.454,23/12/2022 08:10:06,1938185,13065,13051.948
1671783007.454,23/12/2022 08:10:07,1951090,12905,12905
1671783008.454,23/12/2022 08:10:08,1964651,13561,13561
1671783009.454,23/12/2022 08:10:09,1977729,13078,13078
1671783010.454,23/12/2022 08:10:10,1990367,12638,12638
1671783011.454,23/12/2022 08:10:11,2003701,13334,13334
1671783012.454,23/12/2022 08:10:12,2016374,12673,12673
1671783013.454,23/12/2022 08:10:13,2029463,13089,13089
1671783014.454,23/12/2022 08:10:14,2042547,13084,13084
1671783015.454,23/12/2022 08:10:15,2055236,12689,12689
1671783016.454,23/12/2022 08:10:16,2068115,12879,12879
1671783017.454,23/12/2022 08:10:17,2080446,12331,12331
1671783018.455,23/12/2022 08:10:18,2093421,12975,12962.038
1671783019.455,23/12/2022 08:10:19,2106450,13029,13029
1671783020.455,23/12/2022 08:10:20,2119703,13253,13253
1671783021.455,23/12/2022 08:10:21,2132850,13147,13147
1671783022.455,23/12/2022 08:10:22,2145649,12799,12799
1671783023.455,23/12/2022 08:10:23,2158363,12714,12714
1671783024.455,23/12/2022 08:10:24,2171568,13205,13205
1671783025.455,23/12/2022 08:10:25,2184792,13224,13224
1671783026.455,23/12/2022 08:10:26,2198050,13258,13258
1671783027.455,23/12/2022 08:10:27,2211088,13038,13038
1671783028.456,23/12/2022 08:10:28,2224358,13270,13256.743
1671783029.456,23/12/2022 08:10:29,2237873,13515,13515
1671783030.456,23/12/2022 08:10:30,2250352,12479,12479
1671783031.456,23/12/2022 08:10:31,2263692,13340,13340
1671783032.456,23/12/2022 08:10:32,2276991,13299,13299
1671783033.456,23/12/2022 08:10:33,2290080,13089,13089
1671783034.456,23/12/2022 08:10:34,2303546,13466,13466
1671783035.456,23/12/2022 08:10:35,2316748,13202,13202
1671783036.456,23/12/2022 08:10:36,2330449,13701,13701
1671783037.456,23/12/2022 08:10:37,2343327,12878,12878
1671783038.457,23/12/2022 08:10:38,2356755,13428,13414.585
1671783039.457,23/12/2022 08:10:39,2369924,13169,13169
1671783040.457,23/12/2022 08:10:40,2382638,12714,12714
1671783041.457,23/12/2022 08:10:41,2395686,13048,13048
1671783042.457,23/12/2022 08:10:42,2408585,12899,12899
1671783043.457,23/12/2022 08:10:43,2421604,13019,13019
1671783044.457,23/12/2022 08:10:44,2435015,13411,13411
1671783045.457,23/12/2022 08:10:45,2447832,12817,12817
1671783046.457,23/12/2022 08:10:46,2461107,13275,13275
1671783047.457,23/12/2022 08:10:47,2474181,13074,13074
1671783048.458,23/12/2022 08:10:48,2487340,13159,13145.854
1671783049.458,23/12/2022 08:10:49,2500833,13493,13493
1671783050.458,23/12/2022 08:10:50,2513895,13062,13062
1671783051.458,23/12/2022 08:10:51,2527249,13354,13354
1671783052.458,23/12/2022 08:10:52,2540245,12996,12996
1671783053.458,23/12/2022 08:10:53,2553452,13207,13207
1671783054.458,23/12/2022 08:10:54,2566675,13223,13223
1671783055.458,23/12/2022 08:10:55,2580170,13495,13495
1671783056.458,23/12/2022 08:10:56,2593218,13048,13048
1671783057.458,23/12/2022 08:10:57,2606425,13207,13207
1671783058.458,23/12/2022 08:10:58,2619402,12977,12977
1671783059.459,23/12/2022 08:10:59,2632618,13216,13202.797
1671783060.459,23/12/2022 08:11:00,2645583,12965,12965
1671783061.459,23/12/2022 08:11:01,2658571,12988,12988
1671783062.459,23/12/2022 08:11:02,2671991,13420,13420
1671783063.459,23/12/2022 08:11:03,2684243,12252,12252
1671783064.459,23/12/2022 08:11:04,2697028,12785,12785
1671783065.459,23/12/2022 08:11:05,2710590,13562,13562
1671783066.459,23/12/2022 08:11:06,2724007,13417,13417
1671783067.459,23/12/2022 08:11:07,2737536,13529,13529
1671783068.459,23/12/2022 08:11:08,2749961,12425,12425
1671783069.459,23/12/2022 08:11:09,2763587,13626,13626
1671783070.459,23/12/2022 08:11:10,2776604,13017,13017
1671783071.46,23/12/2022 08:11:11,2790005,13401,13387.612
1671783072.46,23/12/2022 08:11:12,2803084,13079,13079
1671783073.46,23/12/2022 08:11:13,2816430,13346,13346
1671783074.46,23/12/2022 08:11:14,2829873,13443,13443
1671783075.46,23/12/2022 08:11:15,2843394,13521,13521
1671783076.46,23/12/2022 08:11:16,2856673,13279,13279
1671783077.46,23/12/2022 08:11:17,2870346,13673,13673
1671783078.46,23/12/2022 08:11:18,2883602,13256,13256
1671783079.46,23/12/2022 08:11:19,2896368,12766,12766
1671783080.46,23/12/2022 08:11:20,2909624,13256,13256
