epoch,timestamp,operations,operations-delta,operations/second
1671782858.437,23/12/2022 08:07:38,4851,4851,4846.154
1671782859.437,23/12/2022 08:07:39,9883,5032,5032
1671782860.437,23/12/2022 08:07:40,14748,4865,4865
1671782861.437,23/12/2022 08:07:41,19526,4778,4778
1671782862.437,23/12/2022 08:07:42,24467,4941,4941
1671782863.437,23/12/2022 08:07:43,29477,5010,5010
1671782864.437,23/12/2022 08:07:44,34311,4834,4834
1671782865.437,23/12/2022 08:07:45,39415,5104,5104
1671782866.437,23/12/2022 08:07:46,44146,4731,4731
1671782867.438,23/12/2022 08:07:47,49194,5048,5042.957
1671782868.438,23/12/2022 08:07:48,54178,4984,4984
1671782869.438,23/12/2022 08:07:49,59388,5210,5210
1671782870.438,23/12/2022 08:07:50,64379,4991,4991
1671782871.438,23/12/2022 08:07:51,69320,4941,4941
1671782872.438,23/12/2022 08:07:52,74391,5071,5071
1671782873.438,23/12/2022 08:07:53,79352,4961,4961
1671782874.438,23/12/2022 08:07:54,84191,4839,4839
1671782875.438,23/12/2022 08:07:55,89078,4887,4887
1671782876.439,23/12/2022 08:07:56,94048,4970,4965.035
1671782877.439,23/12/2022 08:07:57,98845,4797,4797
1671782878.439,23/12/2022 08:07:58,103854,5009,5009
1671782879.439,23/12/2022 08:07:59,108682,4828,4828
1671782880.439,23/12/2022 08:08:00,113590,4908,4908
1671782881.439,23/12/2022 08:08:01,118283,4693,4693
1671782882.439,23/12/2022 08:08:02,123482,5199,5199
1671782883.439,23/12/2022 08:08:03,128673,5191,5191
1671782884.439,23/12/2022 08:08:04,134070,5397,5397
1671782885.439,23/12/2022 08:08:05,139285,5215,5215
1671782886.44,23/12/2022 08:08:06,144199,4914,4909.091
1671782887.44,23/12/2022 08:08:07,149238,5039,5039
1671782888.44,23/12/2022 08:08:08,154157,4919,4919
1671782889.44,23/12/2022 08:08:09,158897,4740,4740
1671782890.44,23/12/2022 08:08:10,163840,4943,4943
1671782891.44,23/12/2022 08:08:11,168828,4988,4988
1671782892.44,23/12/2022 08:08:12,173806,4978,4978
1671782893.441,23/12/2022 08:08:13,178503,4697,4692.308
1671782894.441,23/12/2022 08:08:14,183776,5273,5273
1671782895.441,23/12/2022 08:08:15,188836,5060,5060
1671782896.441,23/12/2022 08:08:16,194044,5208,5208
1671782897.441,23/12/2022 08:08:17,199119,5075,5075
1671782898.441,23/12/2022 08:08:18,204019,4900,4900
1671782899.441,23/12/2022 08:08:19,209027,5008,5008
1671782900.441,23/12/2022 08:08:20,214375,5348,5348
1671782901.442,23/12/2022 08:08:21,219340,4965,4960.04
1671782902.442,23/12/2022 08:08:22,224631,5291,5291
1671782903.442,23/12/2022 08:08:23,229675,5044,5044
1671782904.442,23/12/2022 08:08:24,234877,5202,5202
1671782905.442,23/12/2022 08:08:25,240082,5205,5205
1671782906.442,23/12/2022 08:08:26,244864,4782,4782
