epoch,timestamp,operations,operations-delta,operations/second
1671782859.437,23/12/2022 08:07:39,1849,1849,972.646
1671782860.437,23/12/2022 08:07:40,2804,955,955
1671782861.437,23/12/2022 08:07:41,3721,917,917
1671782862.437,23/12/2022 08:07:42,4669,948,948
1671782863.437,23/12/2022 08:07:43,5645,976,976
1671782864.437,23/12/2022 08:07:44,6612,967,967
1671782865.437,23/12/2022 08:07:45,7590,978,978
1671782866.437,23/12/2022 08:07:46,8546,956,956
1671782867.438,23/12/2022 08:07:47,9488,942,941.059
1671782868.438,23/12/2022 08:07:48,10453,965,965
1671782869.438,23/12/2022 08:07:49,11416,963,963
1671782870.438,23/12/2022 08:07:50,12429,1013,1013
1671782871.438,23/12/2022 08:07:51,13377,948,948
1671782872.438,23/12/2022 08:07:52,14395,1018,1018
1671782873.438,23/12/2022 08:07:53,15338,943,943
1671782874.438,23/12/2022 08:07:54,16283,945,945
1671782875.438,23/12/2022 08:07:55,17242,959,959
1671782876.439,23/12/2022 08:07:56,18186,944,943.057
1671782877.439,23/12/2022 08:07:57,19155,969,969
1671782878.439,23/12/2022 08:07:58,20099,944,944
1671782879.439,23/12/2022 08:07:59,21063,964,964
1671782880.439,23/12/2022 08:08:00,21991,928,928
1671782881.439,23/12/2022 08:08:01,22928,937,937
1671782882.439,23/12/2022 08:08:02,23887,959,959
1671782883.439,23/12/2022 08:08:03,24851,964,964
1671782884.439,23/12/2022 08:08:04,25835,984,984
1671782885.439,23/12/2022 08:08:05,26832,997,997
1671782886.44,23/12/2022 08:08:06,27810,978,977.023
1671782887.44,23/12/2022 08:08:07,28783,973,973
1671782888.44,23/12/2022 08:08:08,29724,941,941
1671782889.44,23/12/2022 08:08:09,30643,919,919
1671782890.44,23/12/2022 08:08:10,31615,972,972
1671782891.44,23/12/2022 08:08:11,32582,967,967
1671782892.44,23/12/2022 08:08:12,33554,972,972
1671782893.441,23/12/2022 08:08:13,34520,966,965.035
1671782894.441,23/12/2022 08:08:14,35506,986,986
1671782895.441,23/12/2022 08:08:15,36491,985,985
1671782896.441,23/12/2022 08:08:16,37491,1000,1000
1671782897.441,23/12/2022 08:08:17,38444,953,953
1671782898.441,23/12/2022 08:08:18,39410,966,966
1671782899.441,23/12/2022 08:08:19,40371,961,961
1671782900.441,23/12/2022 08:08:20,41335,964,964
1671782901.442,23/12/2022 08:08:21,42325,990,989.011
1671782902.442,23/12/2022 08:08:22,43302,977,977
1671782903.442,23/12/2022 08:08:23,44262,960,960
1671782904.442,23/12/2022 08:08:24,45254,992,992
1671782905.442,23/12/2022 08:08:25,46235,981,981
1671782906.442,23/12/2022 08:08:26,47184,949,949
1671782907.442,23/12/2022 08:08:27,48130,946,946
1671782908.442,23/12/2022 08:08:28,49116,986,986
1671782909.443,23/12/2022 08:08:29,50057,941,940.06
1671782910.443,23/12/2022 08:08:30,51064,1007,1007
1671782911.443,23/12/2022 08:08:31,52032,968,968
1671782912.443,23/12/2022 08:08:32,53026,994,994
1671782913.443,23/12/2022 08:08:33,53989,963,963
1671782914.443,23/12/2022 08:08:34,54930,941,941
1671782915.443,23/12/2022 08:08:35,55884,954,954
1671782916.443,23/12/2022 08:08:36,56855,971,971
1671782917.444,23/12/2022 08:08:37,57769,914,913.087
1671782918.444,23/12/2022 08:08:38,58749,980,980
1671782919.444,23/12/2022 08:08:39,59719,970,970
1671782920.444,23/12/2022 08:08:40,60678,959,959
1671782921.444,23/12/2022 08:08:41,61669,991,991
1671782922.444,23/12/2022 08:08:42,62636,967,967
1671782923.444,23/12/2022 08:08:43,63638,1002,1002
1671782924.445,23/12/2022 08:08:44,64598,960,959.041
1671782925.445,23/12/2022 08:08:45,65592,994,994
1671782926.445,23/12/2022 08:08:46,66578,986,986
1671782927.445,23/12/2022 08:08:47,67585,1007,1007
1671782928.445,23/12/2022 08:08:48,68505,920,920
1671782929.445,23/12/2022 08:08:49,69461,956,956
