epoch,timestamp,operations,operations-delta,operations/second
1671784165.762,23/12/2022 08:29:25,18254,18254,18235.764
1671784166.763,23/12/2022 08:29:26,35153,16899,16882.118
1671784167.763,23/12/2022 08:29:27,51884,16731,16731
1671784168.763,23/12/2022 08:29:28,68603,16719,16719
1671784169.763,23/12/2022 08:29:29,85848,17245,17245
1671784170.763,23/12/2022 08:29:30,103657,17809,17809
1671784171.763,23/12/2022 08:29:31,121203,17546,17546
1671784172.763,23/12/2022 08:29:32,138647,17444,17444
1671784173.764,23/12/2022 08:29:33,155624,16977,16960.04
1671784174.764,23/12/2022 08:29:34,172493,16869,16869
1671784175.764,23/12/2022 08:29:35,190225,17732,17732
1671784176.764,23/12/2022 08:29:36,207697,17472,17472
1671784177.764,23/12/2022 08:29:37,224923,17226,17226
1671784178.764,23/12/2022 08:29:38,242229,17306,17306
1671784179.764,23/12/2022 08:29:39,258310,16081,16081
1671784180.765,23/12/2022 08:29:40,275374,17064,17046.953
1671784181.765,23/12/2022 08:29:41,293181,17807,17807
1671784182.765,23/12/2022 08:29:42,310819,17638,17638
1671784183.765,23/12/2022 08:29:43,327981,17162,17162
1671784184.765,23/12/2022 08:29:44,345199,17218,17218
1671784185.765,23/12/2022 08:29:45,362828,17629,17629
1671784186.765,23/12/2022 08:29:46,380270,17442,17442
1671784187.765,23/12/2022 08:29:47,397095,16825,16825
1671784188.766,23/12/2022 08:29:48,414383,17288,17270.729
1671784189.766,23/12/2022 08:29:49,432045,17662,17662
1671784190.766,23/12/2022 08:29:50,449504,17459,17459
1671784191.766,23/12/2022 08:29:51,467454,17950,17950
1671784192.766,23/12/2022 08:29:52,485242,17788,17788
1671784193.766,23/12/2022 08:29:53,502291,17049,17049
1671784194.766,23/12/2022 08:29:54,518545,16254,16254
1671784195.766,23/12/2022 08:29:55,535287,16742,16742
1671784196.767,23/12/2022 08:29:56,553036,17749,17731.269
1671784197.767,23/12/2022 08:29:57,570753,17717,17717
1671784198.767,23/12/2022 08:29:58,587895,17142,17142
1671784199.767,23/12/2022 08:29:59,605720,17825,17825
1671784200.767,23/12/2022 08:30:00,622929,17209,17209
1671784201.767,23/12/2022 08:30:01,639387,16458,16458
1671784202.767,23/12/2022 08:30:02,656677,17290,17290
1671784203.767,23/12/2022 08:30:03,674764,18087,18087
1671784204.767,23/12/2022 08:30:04,692802,18038,18038
1671784205.768,23/12/2022 08:30:05,710626,17824,17806.194
1671784206.768,23/12/2022 08:30:06,728688,18062,18062
1671784207.768,23/12/2022 08:30:07,746007,17319,17319
1671784208.768,23/12/2022 08:30:08,762794,16787,16787
1671784209.768,23/12/2022 08:30:09,780473,17679,17679
1671784210.768,23/12/2022 08:30:10,798546,18073,18073
1671784211.768,23/12/2022 08:30:11,816646,18100,18100
1671784212.768,23/12/2022 08:30:12,834708,18062,18062
1671784213.768,23/12/2022 08:30:13,852867,18159,18159
1671784214.769,23/12/2022 08:30:14,869567,16700,16683.317
1671784215.769,23/12/2022 08:30:15,886857,17290,17290
1671784216.769,23/12/2022 08:30:16,904745,17888,17888
1671784217.769,23/12/2022 08:30:17,922675,17930,17930
1671784218.769,23/12/2022 08:30:18,940510,17835,17835
1671784219.769,23/12/2022 08:30:19,958803,18293,18293
1671784220.769,23/12/2022 08:30:20,977012,18209,18209
1671784221.769,23/12/2022 08:30:21,994666,17654,17654
1671784222.769,23/12/2022 08:30:22,1011269,16603,16603
1671784223.769,23/12/2022 08:30:23,1029605,18336,18336
1671784224.77,23/12/2022 08:30:24,1047625,18020,18001.998
1671784225.77,23/12/2022 08:30:25,1065371,17746,17746
1671784226.77,23/12/2022 08:30:26,1083396,18025,18025
1671784227.77,23/12/2022 08:30:27,1101049,17653,17653
1671784228.77,23/12/2022 08:30:28,1118856,17807,17807
1671784229.77,23/12/2022 08:30:29,1135603,16747,16747
1671784230.77,23/12/2022 08:30:30,1153489,17886,17886
1671784231.77,23/12/2022 08:30:31,1170962,17473,17473
1671784232.771,23/12/2022 08:30:32,1188312,17350,17332.667
1671784233.771,23/12/2022 08:30:33,1204920,16608,16608
1671784234.771,23/12/2022 08:30:34,1222540,17620,17620
1671784235.771,23/12/2022 08:30:35,1240455,17915,17915
1671784236.771,23/12/2022 08:30:36,1258093,17638,17638
1671784237.771,23/12/2022 08:30:37,1275950,17857,17857
1671784238.771,23/12/2022 08:30:38,1293729,17779,17779
1671784239.771,23/12/2022 08:30:39,1310806,17077,17077
1671784240.771,23/12/2022 08:30:40,1328389,17583,17583
1671784241.771,23/12/2022 08:30:41,1344356,15967,15967
1671784242.771,23/12/2022 08:30:42,1362220,17864,17864
1671784243.772,23/12/2022 08:30:43,1380360,18140,18121.878
1671784244.772,23/12/2022 08:30:44,1398060,17700,17700
1671784245.772,23/12/2022 08:30:45,1415725,17665,17665
1671784246.772,23/12/2022 08:30:46,1433127,17402,17402
1671784247.772,23/12/2022 08:30:47,1450977,17850,17850
1671784248.772,23/12/2022 08:30:48,1468017,17040,17040
1671784249.772,23/12/2022 08:30:49,1484045,16028,16028
1671784250.772,23/12/2022 08:30:50,1501829,17784,17784
1671784251.772,23/12/2022 08:30:51,1518156,16327,16327
1671784252.772,23/12/2022 08:30:52,1535865,17709,17709
1671784253.773,23/12/2022 08:30:53,1553690,17825,17807.193
1671784254.773,23/12/2022 08:30:54,1571702,18012,18012
1671784255.773,23/12/2022 08:30:55,1589531,17829,17829
1671784256.773,23/12/2022 08:30:56,1606540,17009,17009
1671784257.773,23/12/2022 08:30:57,1624311,17771,17771
1671784258.773,23/12/2022 08:30:58,1642221,17910,17910
1671784259.773,23/12/2022 08:30:59,1658998,16777,16777
1671784260.773,23/12/2022 08:31:00,1676778,17780,17780
1671784261.773,23/12/2022 08:31:01,1693426,16648,16648
1671784262.774,23/12/2022 08:31:02,1711464,18038,18019.98
1671784263.774,23/12/2022 08:31:03,1729272,17808,17808
1671784264.774,23/12/2022 08:31:04,1747047,17775,17775
1671784265.774,23/12/2022 08:31:05,1764485,17438,17438
1671784266.774,23/12/2022 08:31:06,1782242,17757,17757
1671784267.774,23/12/2022 08:31:07,1800314,18072,18072
1671784268.774,23/12/2022 08:31:08,1817428,17114,17114
1671784269.774,23/12/2022 08:31:09,1835122,17694,17694
1671784270.774,23/12/2022 08:31:10,1852831,17709,17709
1671784271.774,23/12/2022 08:31:11,1870409,17578,17578
1671784272.775,23/12/2022 08:31:12,1887816,17407,17389.61
1671784273.775,23/12/2022 08:31:13,1905087,17271,17271
1671784274.775,23/12/2022 08:31:14,1922481,17394,17394
1671784275.775,23/12/2022 08:31:15,1940170,17689,17689
1671784276.775,23/12/2022 08:31:16,1956971,16801,16801
1671784277.775,23/12/2022 08:31:17,1974849,17878,17878
1671784278.775,23/12/2022 08:31:18,1991693,16844,16844
1671784279.775,23/12/2022 08:31:19,2009462,17769,17769
1671784280.775,23/12/2022 08:31:20,2027216,17754,17754
1671784281.775,23/12/2022 08:31:21,2044362,17146,17146
1671784282.776,23/12/2022 08:31:22,2062221,17859,17841.159
1671784283.776,23/12/2022 08:31:23,2079786,17565,17565
1671784284.776,23/12/2022 08:31:24,2097479,17693,17693
1671784285.776,23/12/2022 08:31:25,2114957,17478,17478
1671784286.776,23/12/2022 08:31:26,2133196,18239,18239
1671784287.776,23/12/2022 08:31:27,2151421,18225,18225
1671784288.776,23/12/2022 08:31:28,2169642,18221,18221
1671784289.776,23/12/2022 08:31:29,2187529,17887,17887
1671784290.776,23/12/2022 08:31:30,2205831,18302,18302
1671784291.776,23/12/2022 08:31:31,2222581,16750,16750
1671784292.776,23/12/2022 08:31:32,2240450,17869,17869
1671784293.777,23/12/2022 08:31:33,2258530,18080,18061.938
