epoch,timestamp,operations,operations-delta,operations/second
1671784165.762,23/12/2022 08:29:25,1085,1085,1083.916
1671784166.763,23/12/2022 08:29:26,2158,1073,1071.928
1671784167.763,23/12/2022 08:29:27,3202,1044,1044
1671784168.763,23/12/2022 08:29:28,4262,1060,1060
1671784169.763,23/12/2022 08:29:29,5360,1098,1098
1671784170.763,23/12/2022 08:29:30,6439,1079,1079
1671784171.763,23/12/2022 08:29:31,7526,1087,1087
1671784172.763,23/12/2022 08:29:32,8579,1053,1053
1671784173.764,23/12/2022 08:29:33,9672,1093,1091.908
1671784174.764,23/12/2022 08:29:34,10771,1099,1099
1671784175.764,23/12/2022 08:29:35,11854,1083,1083
1671784176.764,23/12/2022 08:29:36,12913,1059,1059
1671784177.764,23/12/2022 08:29:37,14016,1103,1103
1671784178.764,23/12/2022 08:29:38,15091,1075,1075
1671784179.764,23/12/2022 08:29:39,16080,989,989
1671784180.765,23/12/2022 08:29:40,17149,1069,1067.932
1671784181.765,23/12/2022 08:29:41,18242,1093,1093
1671784182.765,23/12/2022 08:29:42,19333,1091,1091
1671784183.765,23/12/2022 08:29:43,20415,1082,1082
1671784184.765,23/12/2022 08:29:44,21494,1079,1079
1671784185.765,23/12/2022 08:29:45,22555,1061,1061
1671784186.765,23/12/2022 08:29:46,23632,1077,1077
1671784187.765,23/12/2022 08:29:47,24696,1064,1064
1671784188.766,23/12/2022 08:29:48,25768,1072,1070.929
1671784189.766,23/12/2022 08:29:49,26865,1097,1097
1671784190.766,23/12/2022 08:29:50,27946,1081,1081
1671784191.766,23/12/2022 08:29:51,29022,1076,1076
1671784192.766,23/12/2022 08:29:52,30097,1075,1075
1671784193.766,23/12/2022 08:29:53,31166,1069,1069
1671784194.766,23/12/2022 08:29:54,32171,1005,1005
1671784195.766,23/12/2022 08:29:55,33190,1019,1019
1671784196.767,23/12/2022 08:29:56,34301,1111,1109.89
1671784197.767,23/12/2022 08:29:57,35392,1091,1091
1671784198.767,23/12/2022 08:29:58,36450,1058,1058
1671784199.767,23/12/2022 08:29:59,37541,1091,1091
1671784200.767,23/12/2022 08:30:00,38635,1094,1094
1671784201.767,23/12/2022 08:30:01,39655,1020,1020
1671784202.767,23/12/2022 08:30:02,40690,1035,1035
1671784203.767,23/12/2022 08:30:03,41781,1091,1091
1671784204.767,23/12/2022 08:30:04,42876,1095,1095
1671784205.768,23/12/2022 08:30:05,43974,1098,1096.903
1671784206.768,23/12/2022 08:30:06,45049,1075,1075
1671784207.768,23/12/2022 08:30:07,46111,1062,1062
1671784208.768,23/12/2022 08:30:08,47133,1022,1022
1671784209.768,23/12/2022 08:30:09,48222,1089,1089
1671784210.768,23/12/2022 08:30:10,49326,1104,1104
1671784211.768,23/12/2022 08:30:11,50443,1117,1117
1671784212.768,23/12/2022 08:30:12,51553,1110,1110
1671784213.768,23/12/2022 08:30:13,52638,1085,1085
1671784214.769,23/12/2022 08:30:14,53646,1008,1006.993
1671784215.769,23/12/2022 08:30:15,54684,1038,1038
1671784216.769,23/12/2022 08:30:16,55783,1099,1099
1671784217.769,23/12/2022 08:30:17,56873,1090,1090
1671784218.769,23/12/2022 08:30:18,57950,1077,1077
1671784219.769,23/12/2022 08:30:19,59008,1058,1058
1671784220.769,23/12/2022 08:30:20,60088,1080,1080
1671784221.769,23/12/2022 08:30:21,61160,1072,1072
1671784222.769,23/12/2022 08:30:22,62165,1005,1005
1671784223.769,23/12/2022 08:30:23,63242,1077,1077
1671784224.77,23/12/2022 08:30:24,64359,1117,1115.884
1671784225.77,23/12/2022 08:30:25,65436,1077,1077
1671784226.77,23/12/2022 08:30:26,66526,1090,1090
1671784227.77,23/12/2022 08:30:27,67614,1088,1088
1671784228.77,23/12/2022 08:30:28,68706,1092,1092
1671784229.77,23/12/2022 08:30:29,69753,1047,1047
1671784230.77,23/12/2022 08:30:30,70789,1036,1036
1671784231.77,23/12/2022 08:30:31,71860,1071,1071
1671784232.771,23/12/2022 08:30:32,72939,1079,1077.922
1671784233.771,23/12/2022 08:30:33,73985,1046,1046
1671784234.771,23/12/2022 08:30:34,75084,1099,1099
1671784235.771,23/12/2022 08:30:35,76204,1120,1120
1671784236.771,23/12/2022 08:30:36,77288,1084,1084
1671784237.771,23/12/2022 08:30:37,78392,1104,1104
1671784238.771,23/12/2022 08:30:38,79502,1110,1110
1671784239.771,23/12/2022 08:30:39,80563,1061,1061
1671784240.771,23/12/2022 08:30:40,81637,1074,1074
1671784241.771,23/12/2022 08:30:41,82670,1033,1033
1671784242.771,23/12/2022 08:30:42,83782,1112,1112
1671784243.772,23/12/2022 08:30:43,84890,1108,1106.893
1671784244.772,23/12/2022 08:30:44,85993,1103,1103
1671784245.772,23/12/2022 08:30:45,87109,1116,1116
1671784246.772,23/12/2022 08:30:46,88186,1077,1077
1671784247.772,23/12/2022 08:30:47,89268,1082,1082
1671784248.772,23/12/2022 08:30:48,90331,1063,1063
1671784249.772,23/12/2022 08:30:49,91362,1031,1031
1671784250.772,23/12/2022 08:30:50,92467,1105,1105
1671784251.772,23/12/2022 08:30:51,93537,1070,1070
1671784252.772,23/12/2022 08:30:52,94624,1087,1087
1671784253.773,23/12/2022 08:30:53,95713,1089,1087.912
1671784254.773,23/12/2022 08:30:54,96780,1067,1067
1671784255.773,23/12/2022 08:30:55,97880,1100,1100
1671784256.773,23/12/2022 08:30:56,98916,1036,1036
1671784257.773,23/12/2022 08:30:57,99994,1078,1078
1671784258.773,23/12/2022 08:30:58,101056,1062,1062
1671784259.773,23/12/2022 08:30:59,102079,1023,1023
1671784260.773,23/12/2022 08:31:00,103170,1091,1091
1671784261.773,23/12/2022 08:31:01,104176,1006,1006
1671784262.774,23/12/2022 08:31:02,105239,1063,1061.938
1671784263.774,23/12/2022 08:31:03,106365,1126,1126
1671784264.774,23/12/2022 08:31:04,107437,1072,1072
1671784265.774,23/12/2022 08:31:05,108525,1088,1088
1671784266.774,23/12/2022 08:31:06,109591,1066,1066
1671784267.774,23/12/2022 08:31:07,110709,1118,1118
1671784268.774,23/12/2022 08:31:08,111714,1005,1005
1671784269.774,23/12/2022 08:31:09,112813,1099,1099
1671784270.774,23/12/2022 08:31:10,113891,1078,1078
1671784271.774,23/12/2022 08:31:11,115029,1138,1138
1671784272.775,23/12/2022 08:31:12,116108,1079,1077.922
1671784273.775,23/12/2022 08:31:13,117210,1102,1102
1671784274.775,23/12/2022 08:31:14,118323,1113,1113
1671784275.775,23/12/2022 08:31:15,119416,1093,1093
1671784276.775,23/12/2022 08:31:16,120461,1045,1045
1671784277.775,23/12/2022 08:31:17,121563,1102,1102
1671784278.775,23/12/2022 08:31:18,122588,1025,1025
1671784279.775,23/12/2022 08:31:19,123697,1109,1109
1671784280.775,23/12/2022 08:31:20,124790,1093,1093
1671784281.775,23/12/2022 08:31:21,125825,1035,1035
1671784282.776,23/12/2022 08:31:22,126915,1090,1088.911
1671784283.776,23/12/2022 08:31:23,128016,1101,1101
1671784284.776,23/12/2022 08:31:24,129101,1085,1085
1671784285.776,23/12/2022 08:31:25,130184,1083,1083
1671784286.776,23/12/2022 08:31:26,131266,1082,1082
1671784287.776,23/12/2022 08:31:27,132340,1074,1074
1671784288.776,23/12/2022 08:31:28,133459,1119,1119
1671784289.776,23/12/2022 08:31:29,134547,1088,1088
1671784290.776,23/12/2022 08:31:30,135674,1127,1127
1671784291.776,23/12/2022 08:31:31,136753,1079,1079
1671784292.776,23/12/2022 08:31:32,137875,1122,1122
1671784293.777,23/12/2022 08:31:33,138985,1110,1108.891
1671784294.777,23/12/2022 08:31:34,140063,1078,1078
1671784295.777,23/12/2022 08:31:35,141195,1132,1132
1671784296.777,23/12/2022 08:31:36,142243,1048,1048
1671784297.777,23/12/2022 08:31:37,143362,1119,1119
1671784298.777,23/12/2022 08:31:38,144419,1057,1057
1671784299.777,23/12/2022 08:31:39,145512,1093,1093
