1671782863,155961.0
1671782868,158429.0
1671782873,156696.0
1671782878,153660.0
1671782883,151414.0
1671782888,158163.0
1671782893,152651.0
1671782898,156529.0
1671782903,155421.0
1671782908,153986.0
1671782913,153099.0
1671782918,155504.0
1671782923,155194.0
1671782928,154928.0
1671782933,153013.0
1671782938,155260.0
1671782943,154304.0
1671782948,156089.0
1671782953,154192.0
1671782958,154926.0
1671782963,156401.0
1671782968,151500.0
1671782973,152240.0
1671782978,154804.0
1671782983,154404.0
1671782988,154291.0
1671782993,162516.0
1671782998,153813.0
1671783003,152364.0
1671783008,156732.0
1671783013,154978.0
1671783018,150941.0
1671783023,152171.0
1671783028,156972.0
1671783033,156648.0
1671783038,158814.0
1671783043,153974.0
1671783048,154673.0
1671783053,154931.0
1671783058,154371.0
1671783063,152994.0
1671783068,158651.0
1671783073,156449.0
1671783078,157185.0
1671783083,158515.0
1671783088,156767.0
1671783093,161578.0
1671783098,157581.0
1671783103,151226.0
1671783108,152124.0
1671783113,158588.0
1671783118,153266.0
1671783123,155087.0
1671783128,153381.0
1671783133,156213.0
1671783138,156077.0
1671783143,153379.0
1671783148,159795.0
1671783153,155852.0
1671783158,158012.0
1671783163,155657.0
1671783168,154214.0
1671783173,158436.0
1671783178,157474.0
1671783183,154925.0
1671783188,160088.0
1671783193,155119.0
1671783198,155814.0
1671783203,154001.0
1671783208,154830.0
1671783213,158098.0
1671783218,156917.0
1671783223,152971.0
1671783228,153636.0
1671783233,156966.0
1671783238,157798.0
1671783243,153917.0
1671783248,160308.0
1671783253,156515.0
1671783258,157673.0
1671783263,156283.0
1671783268,156096.0
1671783273,158302.0
1671783278,156717.0
1671783283,157120.0
1671783288,158223.0
1671783293,156518.0
1671783298,159565.0
1671783303,160059.0
1671783308,159107.0
1671783313,156416.0
1671783318,153295.0
1671783323,156629.0
1671783328,158324.0
1671783333,157989.0
1671783338,157750.0
1671783343,155945.0
1671783348,154705.0
1671783353,155537.0
1671783358,157241.0
1671783363,156364.0
1671783368,157015.0
1671783373,156151.0
1671783378,153631.0
1671783383,156585.0
1671783388,155252.0
1671783393,159135.0
1671783398,158787.0
1671783403,155923.0
1671783408,163103.0
1671783413,156603.0
1671783418,157499.0
1671783423,158685.0
1671783428,158847.0
1671783433,159705.0
1671783438,154094.0
1671783443,157593.0
1671783448,160796.0
1671783453,159694.0
